width,depth,curvature,point_count,label
0.2291,0.0132,4.9270,12,
0.1091,0.0310,17.4148,11,
0.3294,0.0195,3.4358,39,
0.2788,0.0042,0.4427,11,
0.3187,0.0025,0.3707,13,
0.4075,0.0411,6.9432,17,
0.1931,0.0368,13.6846,11,
0.0621,0.0017,7.5578,13,
0.2021,0.0874,10.2825,6,
0.1282,0.0633,17.3217,7,
0.0154,0.0079,141.9639,7,
0.2360,0.0133,3.5183,12,
0.1046,0.0152,18.3628,11,
0.3340,0.0195,3.2405,41,
0.2620,0.0017,0.4345,10,
0.3300,0.0082,0.7459,13,
0.3971,0.0303,3.5130,16,
0.2336,0.0415,9.5044,12,
0.0719,0.0015,2.4663,13,
0.1430,0.0146,6.3241,5,
0.1188,0.0512,18.1285,5,
0.0199,0.0035,80.3992,6,
0.2457,0.0203,4.5386,13,
0.1400,0.0384,21.5154,11,
0.3285,0.0192,3.7136,39,
0.2843,0.0010,0.2676,11,
0.3402,0.0014,0.3227,13,
0.4239,0.0391,7.2387,17,
0.2117,0.0323,12.8859,12,
0.0835,0.0038,5.2100,13,
0.1827,0.0590,10.6243,6,
0.1306,0.0690,17.0979,7,
0.0232,0.0132,81.9660,4,
0.0083,0.0039,261.8340,5,
0.2291,0.0207,4.0590,12,
0.1101,0.0283,16.0742,11,
0.3294,0.0186,4.3468,40,
0.2989,0.0122,1.2733,11,
0.3252,0.0045,0.6226,13,
0.3983,0.0289,4.6371,16,
0.1935,0.0329,13.9822,11,
0.0619,0.0009,4.2955,13,
0.1466,0.0620,14.6325,5,
0.1268,0.0653,17.5606,6,
0.0228,0.0068,105.3883,4,
0.0239,0.0109,99.9493,7,
0.2431,0.0205,4.2840,12,
0.1079,0.0302,17.6837,11,
0.3280,0.0190,4.1920,40,
0.2805,0.0071,0.7955,11,
0.3416,0.0016,0.2116,13,
0.3940,0.0531,7.2468,17,
0.1960,0.0288,15.1617,11,
0.1064,0.0041,2.8331,14,
0.1523,0.0236,13.1971,5,
0.1204,0.0551,18.3498,6,
0.0144,0.0085,159.8017,7,
0.2351,0.0191,3.6025,12,
0.1225,0.0221,21.3206,11,
0.3310,0.0184,4.5415,40,
0.2799,0.0127,1.4642,11,
0.3320,0.0104,0.7907,13,
0.3995,0.0270,3.9938,16,
0.1909,0.0260,15.1544,11,
0.0686,0.0012,3.3610,13,
0.1201,0.0060,3.3271,4,
0.1253,0.0510,17.5620,5,
0.0307,0.0104,70.6337,7,
0.2282,0.0132,5.0645,12,
0.0904,0.0301,22.5041,10,
0.3326,0.0202,3.1823,41,
0.2810,0.0045,0.5144,11,
0.3406,0.0013,0.3290,13,
0.3820,0.0369,7.9865,16,
0.1890,0.0408,12.8826,11,
0.1052,0.0038,3.5253,14,
0.1417,0.0170,8.6225,5,
0.1432,0.0660,16.5897,7,
0.0149,0.0017,60.8104,6,
0.2378,0.0129,3.6921,12,
0.1025,0.0329,19.4372,11,
0.3314,0.0184,3.6912,40,
0.2984,0.0104,1.1383,12,
0.3385,0.0120,0.8880,13,
0.3987,0.0203,2.9481,16,
0.1944,0.0312,15.1657,11,
0.0707,0.0020,3.0525,13,
0.1438,0.0115,4.8014,5,
0.1269,0.0693,18.1362,7,
0.0101,0.0025,161.8810,6,
0.2292,0.0200,4.8653,12,
0.1084,0.0314,17.9472,11,
0.3290,0.0181,5.0507,40,
0.2781,0.0078,0.8954,11,
0.3234,0.0014,0.3249,12,
0.3995,0.0442,7.5805,17,
0.1935,0.0280,15.1640,11,
0.0542,0.0015,7.4489,13,
0.1408,0.0556,15.1862,5,
0.1204,0.0584,18.0889,6,
0.0585,0.0198,32.0031,4,
0.0102,0.0047,217.3173,6,
0.2391,0.0208,4.6382,12,
0.0940,0.0287,20.7375,10,
0.3333,0.0207,3.0602,41,
0.2817,0.0065,0.7259,11,
0.3473,0.0021,0.2122,13,
0.4068,0.0372,4.0603,17,
0.1834,0.0219,15.9006,10,
0.0601,0.0008,8.2842,13,
0.1433,0.0063,3.6010,5,
0.1542,0.0692,14.0130,6,
0.0245,0.0039,90.6631,6,
0.2395,0.0133,4.5907,13,
0.1235,0.0267,25.0736,11,
0.3285,0.0179,4.5308,38,
0.3124,0.0131,1.2322,12,
0.3071,0.0016,0.4074,12,
0.4265,0.0279,6.5843,17,
0.1940,0.0353,14.7999,11,
0.0711,0.0009,5.8651,14,
0.1445,0.0071,3.3584,4,
0.1235,0.0480,17.2876,5,
0.0289,0.0043,38.6819,6,
0.2282,0.0165,4.2226,12,
0.1170,0.0308,15.2599,11,
0.3284,0.0192,3.0314,39,
0.2761,0.0069,0.8456,11,
0.3160,0.0021,0.2423,12,
0.4078,0.0455,7.0116,17,
0.1901,0.0238,14.1608,11,
0.0748,0.0013,9.8831,14,
0.1371,0.0129,6.5671,4,
0.1296,0.0763,17.4657,7,
0.0110,0.0031,167.3750,5,
0.2311,0.0133,4.7570,12,
0.0917,0.0290,21.9255,10,
0.3284,0.0175,3.1975,40,
0.2921,0.0030,0.2789,11,
0.3330,0.0031,0.3323,13,
0.4054,0.0372,5.3091,17,
0.1821,0.0199,14.6206,10,
0.0865,0.0034,3.5767,13,
0.1434,0.0181,8.2876,5,
0.1559,0.0073,2.4148,4,
0.1250,0.0784,18.7840,7,
0.1083,0.0142,18.7731,4,
0.0114,0.0060,180.7106,6,
0.2418,0.0137,4.7416,13,
0.1295,0.0364,24.7339,11,
0.3295,0.0178,3.6738,40,
0.2849,0.0072,0.8032,11,
0.3422,0.0027,0.2218,13,
0.3984,0.0434,7.5330,17,
0.2271,0.0442,8.0577,11,
0.0817,0.0015,11.3054,14,
0.1889,0.0733,10.8554,6,
0.1219,0.0765,18.3286,7,
0.0221,0.0032,65.4581,6,
0.2264,0.0181,3.5706,11,
0.1176,0.0201,21.4148,11,
0.3309,0.0180,3.9828,40,
0.2858,0.0030,0.3970,11,
0.3425,0.0025,0.3046,13,
0.3879,0.0384,7.0074,16,
0.1859,0.0319,14.6159,11,
0.0636,0.0013,10.7885,13,
0.1409,0.0209,9.6858,5,
0.1275,0.0650,18.2263,7,
0.0109,0.0033,177.2070,6,
0.2311,0.0193,3.7828,12,
0.1004,0.0257,19.8060,11,
0.3274,0.0178,4.8790,40,
0.2797,0.0085,0.9616,11,
0.3430,0.0017,1.0315,13,
0.3965,0.0447,7.4676,17,
0.1869,0.0252,15.0944,11,
0.0667,0.0009,3.4117,13,
0.1388,0.0196,9.6659,5,
0.1253,0.0500,17.5316,6,
0.0180,0.0031,79.4218,6,
0.2273,0.0175,4.9412,12,
0.0933,0.0268,20.7090,10,
0.3319,0.0201,3.0884,41,
0.2805,0.0089,0.9463,11,
0.3222,0.0014,1.4243,13,
0.4018,0.0529,7.3757,17,
0.2412,0.0511,8.2495,12,
0.0579,0.0015,9.6905,13,
0.1451,0.0588,15.2085,5,
0.1290,0.0650,17.9908,7,
0.0209,0.0093,107.2522,7,
0.2330,0.0196,3.7077,12,
0.1136,0.0259,14.6649,11,
0.3268,0.0176,4.0949,40,
0.2809,0.0089,1.0235,11,
0.2970,0.0019,0.2773,12,
0.4028,0.0477,7.4891,17,
0.1895,0.0291,15.6395,11,
0.1001,0.0042,3.2080,13,
0.1848,0.0564,11.0830,6,
0.1239,0.0567,17.4541,6,
0.0219,0.0044,106.2915,6,
0.2259,0.0135,5.4505,12,
0.1332,0.0352,25.1582,11,
0.3326,0.0191,3.1653,41,
0.2799,0.0021,0.4396,11,
0.3340,0.0015,0.3067,13,
0.3870,0.0368,7.3333,16,
0.1924,0.0328,14.0947,11,
0.0547,0.0010,29.8396,12,
0.1421,0.0065,3.3805,5,
0.1232,0.0713,18.5939,7,
0.0090,0.0035,215.4639,5,
0.2242,0.0136,5.2863,12,
0.1150,0.0200,21.1922,11,
0.3279,0.0185,3.5742,39,
0.2728,0.0117,1.5533,11,
0.2992,0.0018,0.4039,12,
0.4151,0.0470,6.3133,17,
0.1944,0.0258,14.4443,11,
0.0682,0.0007,8.5841,13,
0.1392,0.0221,9.7353,4,
0.1852,0.0112,10.1341,4,
0.1199,0.0470,18.4324,5,
0.0136,0.0065,161.8010,6,
0.2427,0.0204,4.9023,13,
0.1254,0.0334,26.9031,11,
0.3325,0.0181,4.3900,41,
0.2787,0.0070,0.8359,11,
0.3234,0.0024,0.2500,13,
0.4100,0.0400,7.2691,17,
0.1971,0.0210,13.4301,11,
0.0687,0.0011,5.3682,13,
0.1796,0.0626,11.4461,6,
0.1209,0.0543,18.5378,5,
0.2494,0.0242,4.6373,6,
0.0181,0.0048,136.1203,6,
0.2386,0.0136,4.7785,13,
0.1181,0.0255,24.1937,11,
0.3268,0.0181,3.0848,39,
0.2841,0.0048,0.5041,11,
0.3380,0.0021,0.2375,13,
0.4022,0.0486,7.4801,17,
0.2270,0.0403,7.8449,11,
0.0578,0.0020,7.1206,13,
0.1447,0.0091,4.2200,5,
0.1160,0.0483,19.0847,6,
0.1972,0.0337,6.6760,5,
0.0164,0.0112,126.5958,7,
0.2370,0.0131,3.5511,12,
0.1094,0.0275,17.1432,11,
0.3279,0.0165,4.3105,39,
0.2779,0.0077,0.8487,11,
0.3181,0.0015,0.9453,12,
0.4129,0.0362,7.1404,17,
0.1984,0.0242,14.1631,11,
0.0648,0.0008,41.0757,13,
0.1225,0.0006,4.3185,4,
0.1270,0.0724,17.8120,7,
0.0110,0.0059,205.0658,5,
0.2320,0.0130,4.1441,12,
0.1098,0.0311,16.7948,11,
0.3287,0.0172,4.1609,40,
0.2537,0.0011,1.1948,10,
0.3440,0.0103,0.7300,13,
0.3953,0.0252,4.4520,16,
0.2488,0.0578,7.9500,12,
0.0608,0.0008,28.8710,13,
0.1428,0.0473,14.2844,5,
0.1245,0.0655,17.9822,6,
0.0381,0.0102,52.4977,4,
0.0117,0.0033,181.0801,5,
0.2311,0.0193,3.7331,12,
0.1118,0.0262,15.0141,11,
0.3289,0.0184,3.8795,40,
0.2821,0.0193,2.3958,11,
0.3424,0.0013,0.1979,13,
0.3929,0.0624,7.3321,17,
0.1935,0.0264,14.5213,11,
0.0541,0.0018,11.1994,13,
0.1240,0.0472,16.8128,5,
0.0276,0.0037,65.8088,7,
0.2292,0.0132,4.4796,12,
0.0912,0.0295,22.5241,10,
0.3340,0.0203,3.5803,40,
0.2816,0.0033,0.5682,11,
0.3406,0.0021,0.2088,13,
0.3815,0.0358,7.9786,16,
0.1890,0.0363,14.1452,11,
0.0818,0.0019,2.2843,14,
0.1829,0.0745,12.2950,6,
0.1198,0.0467,17.9340,5,
0.0123,0.0058,162.4503,6,
0.2291,0.0133,4.9143,12,
0.0870,0.0277,23.0547,10,
0.3332,0.0213,3.3829,41,
0.2808,0.0051,0.5601,11,
0.3399,0.0021,0.2269,13,
0.4002,0.0469,7.5761,17,
0.1928,0.0256,14.5616,11,
0.0639,0.0018,3.8248,13,
0.1185,0.0096,6.0028,4,
0.1229,0.0448,17.5098,5,
0.1233,0.0133,13.8889,4,
0.0146,0.0072,155.9954,6,
0.2311,0.0132,4.7924,12,
0.1053,0.0315,18.9770,11,
0.3284,0.0187,5.2433,40,
0.2789,0.0204,2.4751,11,
0.3205,0.0025,0.2452,13,
0.4117,0.0382,7.4622,17,
0.1896,0.0249,13.8672,11,
0.0775,0.0013,2.4711,13,
0.1763,0.0499,10.3350,6,
0.1238,0.0530,17.1769,5,
0.0432,0.0063,46.2077,6,
0.2270,0.0133,5.3388,12,
0.0932,0.0293,21.5514,10,
0.3336,0.0199,2.8576,41,
0.2802,0.0076,0.8441,11,
0.3410,0.0012,0.2559,13,
0.4060,0.0490,6.8552,17,
0.1900,0.0230,12.4078,11,
0.0657,0.0013,6.2499,13,
0.1820,0.0751,11.7678,6,
0.1235,0.0537,17.5849,6,
0.0315,0.0024,20.1441,7,
0.2290,0.0132,4.7587,12,
0.0897,0.0306,23.5188,10,
0.3282,0.0180,4.5318,40,
0.2824,0.0063,0.7293,11,
0.3399,0.0025,0.2297,13,
0.4092,0.0409,7.3016,17,
0.2248,0.0381,8.2021,11,
0.0736,0.0017,3.3393,13,
0.1488,0.0543,14.8025,4,
0.1476,0.0415,12.0934,5,
0.1283,0.0562,17.4021,5,
0.0270,0.0045,58.3833,7,
0.2311,0.0135,4.7990,12,
0.0906,0.0309,22.9671,10,
0.3309,0.0178,4.2285,40,
0.2787,0.0047,0.5654,11,
0.3437,0.0021,0.2877,13,
0.4170,0.0389,7.0585,17,
0.1982,0.0280,14.5562,11,
0.0687,0.0013,4.3517,13,
0.1479,0.0509,13.1896,5,
0.1188,0.0676,19.4011,7,
0.1103,0.0127,13.1931,4,
0.0144,0.0053,156.2673,6,
0.2310,0.0160,4.2238,12,
0.1093,0.0317,17.5408,11,
0.3304,0.0203,3.9362,40,
0.2774,0.0088,0.9642,11,
0.3195,0.0018,0.2408,12,
0.4168,0.0459,5.9433,17,
0.1795,0.0276,16.0822,10,
0.0737,0.0015,2.8973,13,
0.1474,0.0702,14.6502,5,
0.1241,0.0717,18.4627,7,
0.0162,0.0052,141.1884,6,
0.2308,0.0159,4.3754,12,
0.1086,0.0334,18.3292,11,
0.3285,0.0194,4.0908,40,
0.2758,0.0088,0.9702,11,
0.3156,0.0030,0.2979,12,
0.3966,0.0440,7.1766,17,
0.1972,0.0199,13.0550,11,
0.0764,0.0019,2.4980,13,
0.1560,0.0241,8.3637,4,
0.1439,0.0776,15.6394,5,
0.1213,0.0506,17.9927,6,
0.0281,0.0040,44.7645,7,
0.2272,0.0131,4.8128,12,
0.0920,0.0275,21.5101,10,
0.3293,0.0191,4.2152,40,
0.2920,0.0033,0.3325,11,
0.3359,0.0022,0.4938,13,
0.4073,0.0384,7.0764,17,
0.1767,0.0222,15.8801,10,
0.0767,0.0015,18.2892,14,
0.1438,0.0268,10.6205,5,
0.1219,0.0520,17.8333,5,
0.3684,0.0153,1.7940,20,
0.1173,0.0147,16.3377,11,
0.3287,0.0184,3.6682,40,
0.2861,0.0034,0.3810,11,
0.3406,0.0016,0.4617,13,
0.3925,0.0493,7.4728,17,
0.1945,0.0236,13.3109,11,
0.0678,0.0015,4.8855,13,
0.1469,0.0544,13.9117,5,
0.1278,0.0660,17.6415,6,
0.0443,0.0046,17.5435,4,
0.0110,0.0080,185.3559,6,
0.2350,0.0197,3.4680,12,
0.1041,0.0280,18.9018,11,
0.3311,0.0193,3.5836,40,
0.2771,0.0116,1.3589,11,
0.3481,0.0028,0.2493,13,
0.4026,0.0455,7.4608,17,
0.2403,0.0555,6.8430,11,
0.0627,0.0013,24.5484,13,
0.1464,0.0114,4.7194,5,
0.1164,0.0488,18.6453,7,
0.0113,0.0065,181.0130,6,
0.2369,0.0201,4.7638,13,
0.1081,0.0238,15.4536,11,
0.3320,0.0180,3.2300,41,
0.2521,0.0012,0.2719,10,
0.3345,0.0043,0.3503,13,
0.3825,0.0361,7.7130,16,
0.1977,0.0322,14.5326,11,
0.0578,0.0017,5.6245,13,
0.1390,0.0409,15.6425,5,
0.1205,0.0592,18.7800,7,
0.0126,0.0086,158.7417,6,
0.2367,0.0254,4.7173,13,
0.1168,0.0157,14.3615,11,
0.3321,0.0193,3.3007,40,
0.2566,0.0018,10.4839,10,
0.3302,0.0064,0.5348,13,
0.3900,0.0353,5.5133,16,
0.2311,0.0470,9.1303,12,
0.0541,0.0015,19.1939,13,
0.1429,0.0655,16.1974,5,
0.1235,0.0669,18.6082,7,
0.0358,0.0062,37.8328,4,
0.0184,0.0101,122.1330,6,
0.2340,0.0131,3.5441,12,
0.1159,0.0261,14.1106,11,
0.3311,0.0183,3.0790,40,
0.2520,0.0028,0.4304,10,
0.3282,0.0096,0.8119,13,
0.3910,0.0268,3.2042,16,
0.1892,0.0322,15.5456,11,
0.0599,0.0008,11.7837,13,
0.1216,0.0380,16.3660,5,
0.1191,0.0192,12.5418,4,
0.0421,0.0145,43.8939,8,
0.2309,0.0150,3.9844,12,
0.1077,0.0234,16.5087,11,
0.3262,0.0180,4.4543,39,
0.2523,0.0010,0.3061,10,
0.3238,0.0089,0.8186,13,
0.3902,0.0295,4.3515,16,
0.1865,0.0368,15.2491,11,
0.0684,0.0013,25.0802,13,
0.1844,0.0825,13.5525,6,
0.1242,0.0479,16.8995,5,
0.0151,0.0064,145.4866,6,
0.2280,0.0132,4.8024,12,
0.0947,0.0255,19.3908,10,
0.3282,0.0180,4.6078,40,
0.2791,0.0152,1.6949,11,
0.3220,0.0026,0.3246,13,
0.3968,0.0503,7.6028,17,
0.1978,0.0235,15.2389,11,
0.0641,0.0008,5.4286,13,
0.1810,0.0733,11.6907,6,
0.1195,0.0496,17.9972,5,
0.0200,0.0048,114.5755,6,
0.2283,0.0202,5.4537,12,
0.1433,0.0431,20.7211,11,
0.3287,0.0188,4.7643,40,
0.2778,0.0071,0.8444,11,
0.3464,0.0045,0.3444,13,
0.3987,0.0430,6.9988,17,
0.2303,0.0463,7.7996,11,
0.0640,0.0011,3.7713,13,
0.1571,0.0407,14.0594,4,
0.1472,0.0771,14.3697,5,
0.1236,0.0731,18.5997,7,
0.0130,0.0035,172.0000,6,
0.2414,0.0122,4.1719,13,
0.0911,0.0308,22.6556,10,
0.3296,0.0200,2.7972,39,
0.2799,0.0068,0.7532,11,
0.3358,0.0039,0.3277,13,
0.4111,0.0333,5.8290,17,
0.1761,0.0225,15.9878,10,
0.0717,0.0018,33.2258,13,
0.1160,0.0022,1.3422,4,
0.1234,0.0706,18.4379,7,
0.0254,0.0041,48.7406,6,
0.2416,0.0130,4.2087,13,
0.0923,0.0306,22.3428,10,
0.3286,0.0180,2.9810,40,
0.2838,0.0063,0.7232,11,
0.3384,0.0021,0.6075,13,
0.4095,0.0404,7.4117,17,
0.2146,0.0286,10.3923,11,
0.0766,0.0021,4.6256,13,
0.1361,0.0095,4.9070,4,
0.1239,0.0527,17.3103,5,
0.0208,0.0045,76.0564,6,
0.2300,0.0167,4.6624,12,
0.1042,0.0245,17.3106,11,
0.3304,0.0198,2.9624,40,
0.2921,0.0029,0.3163,11,
0.3379,0.0020,0.7057,13,
0.4023,0.0373,4.3250,17,
0.1749,0.0213,16.4077,10,
0.0819,0.0026,3.1086,14,
0.1854,0.0587,10.6081,6,
0.1208,0.0527,18.0087,5,
0.0226,0.0027,92.6800,6,
0.2292,0.0133,5.0101,12,
0.1531,0.0446,15.5538,11,
0.3290,0.0170,3.0466,40,
0.3013,0.0101,0.9318,11,
0.3415,0.0016,0.2073,13,
0.4006,0.0491,6.8455,17,
0.1979,0.0188,13.1494,11,
0.0727,0.0014,2.8520,14,
0.1817,0.0577,11.8608,6,
0.1262,0.0504,16.8724,7,
0.0236,0.0101,105.3826,8,
0.2272,0.0132,4.7295,12,
0.1119,0.0313,16.7711,11,
0.3309,0.0182,4.0309,40,
0.2902,0.0022,0.2531,11,
0.3412,0.0026,0.2143,13,
0.3950,0.0359,6.5133,17,
0.1995,0.0440,12.9885,11,
0.0798,0.0022,5.0109,14,
0.1415,0.0064,6.1250,5,
0.1220,0.0549,18.3109,6,
0.0082,0.0020,217.5772,5,
0.2272,0.0132,4.7203,12,
0.1286,0.0347,26.3004,11,
0.3337,0.0187,3.0771,40,
0.2879,0.0022,0.3412,11,
0.3427,0.0024,0.3731,13,
0.4037,0.0396,6.5905,17,
0.1782,0.0197,16.0504,10,
0.0550,0.0012,8.3684,13,
0.1384,0.0405,15.7539,5,
0.1432,0.0710,16.3147,7,
0.0178,0.0049,101.9286,7,
0.2386,0.0136,4.5562,13,
0.1281,0.0305,25.3782,11,
0.3332,0.0187,3.5570,40,
0.2813,0.0044,0.4475,11,
0.3403,0.0038,0.3500,13,
0.3788,0.0350,8.0112,16,
0.1864,0.0318,15.1644,11,
0.0617,0.0006,21.5421,13,
0.1414,0.0548,15.1589,5,
0.1117,0.0552,20.2232,7,
0.0424,0.0012,6.0050,4,
0.0185,0.0076,129.4062,6,
0.2358,0.0151,3.7846,12,
0.1127,0.0270,14.8303,11,
0.3319,0.0181,3.1488,40,
0.2767,0.0212,2.6833,11,
0.2930,0.0015,0.3812,12,
0.4072,0.0452,7.0247,17,
0.1930,0.0243,14.6032,11,
0.0642,0.0013,2.9412,12,
0.1396,0.0322,12.8148,5,
0.1204,0.0593,18.1094,6,
0.0143,0.0076,158.4583,6,
0.2389,0.0132,3.4664,12,
0.1132,0.0169,15.4058,11,
0.3329,0.0190,3.5409,41,
0.2831,0.0014,0.1984,11,
0.3330,0.0013,0.9875,13,
0.3862,0.0334,7.8677,16,
0.1922,0.0347,13.8497,11,
0.0857,0.0022,3.0510,14,
0.1391,0.0126,7.7165,5,
0.1223,0.0504,17.5172,5,
0.1073,0.0142,17.2485,4,
0.0146,0.0046,155.6334,6,
0.2266,0.0132,3.8890,11,
0.1165,0.0243,26.0931,11,
0.3335,0.0197,3.2069,41,
0.2817,0.0035,0.4957,11,
0.3300,0.0022,0.2175,13,
0.3949,0.0368,4.6036,16,
0.1785,0.0219,15.2638,10,
0.0524,0.0023,48.8676,13,
0.1405,0.0419,14.2057,5,
0.1203,0.0581,18.6371,7,
0.0180,0.0035,113.0408,6,
0.2347,0.0195,4.6752,13,
0.1204,0.0217,21.5941,11,
0.3311,0.0179,3.4824,38,
0.2838,0.0030,0.3773,11,
0.3363,0.0025,0.3335,13,
0.3826,0.0356,7.9242,16,
0.1962,0.0321,14.0980,11,
0.0621,0.0009,3.6186,13,
0.1481,0.0027,4.5610,5,
0.1205,0.0540,18.5022,6,
0.0605,0.0194,30.0715,4,
0.0150,0.0044,128.7823,6,
0.2354,0.0256,4.7911,13,
0.1158,0.0146,15.3461,11,
0.3300,0.0202,3.9366,40,
0.2837,0.0049,0.6080,11,
0.3437,0.0016,0.1917,13,
0.3984,0.0320,7.3628,16,
0.1936,0.0335,15.0584,11,
0.0631,0.0009,6.9027,14,
0.1476,0.0802,15.1646,5,
0.1310,0.0498,16.0551,6,
0.0943,0.0133,17.2432,4,
0.0293,0.0058,59.1454,6,
0.2310,0.0228,4.4995,12,
0.0996,0.0227,18.8340,11,
0.3304,0.0201,4.2467,40,
0.2525,0.0019,0.5125,10,
0.3473,0.0019,0.2441,13,
0.4043,0.0493,6.6533,17,
0.1927,0.0237,14.2174,11,
0.0794,0.0022,5.0217,13,
0.1419,0.0206,12.8681,5,
0.1265,0.0753,18.1723,8,
0.0280,0.0020,20.7440,7,
0.2233,0.0133,5.2503,12,
0.1419,0.0443,18.6770,11,
0.3287,0.0181,2.9060,40,
0.2859,0.0046,0.5186,11,
0.3431,0.0027,0.3479,13,
0.4168,0.0397,6.1595,17,
0.1970,0.0376,13.6297,11,
0.0646,0.0013,3.4126,13,
0.1422,0.0194,8.9922,5,
0.1148,0.0472,19.5266,6,
0.0107,0.0064,192.7894,6,
0.2203,0.0133,5.6594,12,
0.1154,0.0171,15.3486,11,
0.3295,0.0191,4.1115,40,
0.2508,0.0018,0.3747,10,
0.3213,0.0016,0.2575,12,
0.3989,0.0364,6.6924,17,
0.2070,0.0309,13.0212,11,
0.0707,0.0011,2.8215,13,
0.1446,0.0106,7.6273,5,
0.1231,0.0506,17.5594,6,
0.0143,0.0049,160.0366,6,
0.2275,0.0116,3.6092,11,
0.0968,0.0307,22.3654,11,
0.3319,0.0188,2.9856,41,
0.2835,0.0071,0.7742,11,
0.3387,0.0018,0.2352,13,
0.3950,0.0375,6.4520,17,
0.1929,0.0239,14.6582,11,
0.0707,0.0014,2.3370,13,
0.1407,0.0113,8.2309,5,
0.1233,0.0540,18.0007,5,
0.0103,0.0020,162.4552,6,
0.2252,0.0187,5.1128,12,
0.1162,0.0222,22.9487,11,
0.3330,0.0188,3.3684,40,
0.2803,0.0028,0.2978,11,
0.3349,0.0039,0.5800,13,
0.3857,0.0403,7.7266,16,
0.2539,0.0579,6.8558,12,
0.0569,0.0008,6.4090,13,
0.1947,0.0812,10.5690,6,
0.1416,0.0659,15.7824,7,
0.0308,0.0027,27.5385,6,
0.2381,0.0122,3.4595,12,
0.1000,0.0315,21.0967,11,
0.3266,0.0174,3.8837,39,
0.2608,0.0038,0.4419,10,
0.3251,0.0085,0.7487,13,
0.3910,0.0304,4.4610,16,
0.1953,0.0290,15.3308,11,
0.0608,0.0006,5.2869,13,
0.1405,0.0588,15.7167,5,
0.1204,0.0350,18.0511,5,
0.0585,0.0184,30.4073,4,
0.0145,0.0032,105.3026,5,
0.2344,0.0203,4.8758,13,
0.1105,0.0218,15.7384,11,
0.3327,0.0184,3.4551,41,
0.2611,0.0010,0.2573,10,
0.2996,0.0016,1.5406,12,
0.4099,0.0330,6.1373,17,
0.2198,0.0300,8.9996,11,
0.0585,0.0030,8.1177,14,
0.1351,0.0393,15.0679,5,
0.1266,0.0515,17.5100,5,
0.0146,0.0103,157.8291,7,
0.2272,0.0167,4.6400,12,
0.0887,0.0330,24.3864,10,
0.3300,0.0184,4.1275,40,
0.2837,0.0083,0.8982,11,
0.3381,0.0018,0.2027,13,
0.4000,0.0386,6.4190,17,
0.1937,0.0226,13.4625,11,
0.0649,0.0007,3.2468,13,
0.1577,0.0332,13.8576,4,
0.1459,0.0681,14.8302,5,
0.1291,0.0751,17.5059,7,
0.0145,0.0042,121.2998,6,
0.2280,0.0131,4.7953,12,
0.0916,0.0312,22.6831,10,
0.3307,0.0191,3.7853,40,
0.2818,0.0100,1.0462,11,
0.3436,0.0026,0.2168,13,
0.3969,0.0489,7.5117,17,
0.1955,0.0232,14.2522,11,
0.0726,0.0016,16.4644,13,
0.1465,0.0807,14.8921,5,
0.1231,0.0633,18.2364,7,
0.0274,0.0138,84.8157,4,
0.0226,0.0021,58.3847,7,
0.2313,0.0132,4.7253,12,
0.1054,0.0282,17.8334,11,
0.3302,0.0183,3.6595,40,
0.2951,0.0097,0.9231,11,
0.3159,0.0014,0.3664,12,
0.4024,0.0404,7.2734,17,
0.2040,0.0283,14.5254,11,
0.1062,0.0038,3.5180,14,
0.1411,0.0113,5.0412,5,
0.1666,0.0410,11.8308,4,
0.1250,0.0573,17.4956,5,
0.0209,0.0056,118.0699,7,
0.2234,0.0176,5.1441,12,
0.1085,0.0292,17.4459,11,
0.3283,0.0180,3.4111,40,
0.2524,0.0019,0.3713,10,
0.3402,0.0029,0.2486,13,
0.4010,0.0512,6.6368,17,
0.1962,0.0216,13.7332,11,
0.0686,0.0007,3.6693,13,
0.1613,0.0198,13.4325,4,
0.1219,0.0053,3.0023,4,
0.1279,0.0705,17.5872,7,
0.0138,0.0025,104.6221,6,
0.2273,0.0153,4.1557,12,
0.1113,0.0324,17.0138,11,
0.3300,0.0183,2.8956,40,
0.2886,0.0052,0.5062,11,
0.3442,0.0018,4.0977,13,
0.4091,0.0355,4.7009,17,
0.2451,0.0592,6.8062,11,
0.0688,0.0013,23.8764,13,
0.1825,0.0710,11.6409,6,
0.1260,0.0769,18.4923,7,
0.0195,0.0041,93.7594,6,
0.2330,0.0131,4.4675,12,
0.0917,0.0299,22.2425,10,
0.3335,0.0214,2.8669,41,
0.2887,0.0056,0.6549,11,
0.3414,0.0022,0.3428,13,
0.3993,0.0385,7.6268,17,
0.2412,0.0614,7.0038,11,
0.0844,0.0029,3.0187,13,
0.1436,0.0105,7.1280,5,
0.1365,0.0615,17.1982,7,
0.0153,0.0090,139.8834,7,
0.2397,0.0135,4.6728,13,
0.1144,0.0140,17.0447,11,
0.3327,0.0186,3.1624,40,
0.2577,0.0015,1.5978,10,
0.3405,0.0020,0.2244,13,
0.4066,0.0366,5.9985,17,
0.2074,0.0266,14.6186,11,
0.0638,0.0006,5.2795,13,
0.1754,0.0489,11.0258,6,
0.1246,0.0514,17.9205,6,
0.0120,0.0030,160.8880,6,
0.2281,0.0135,4.6229,12,
0.0886,0.0290,23.0055,10,
0.3298,0.0186,4.1327,40,
0.2827,0.0030,0.4102,11,
0.3421,0.0016,0.3798,13,
